SS,CNN,AMSimplex,RLSimplex
105.3490639,84.66100693,145.3618336,136.4369392
101.8233299,82.64327049,164.7343636,132.329464
110.8067036,84.44595337,102.1766663,128.7298203
70.9400177,84.20109749,104.5608521,137.4316216
105.150938,83.29987526,154.0699005,134.7134113
101.5381813,83.66441727,151.1890888,130.4955482
102.3015976,90.36850929,95.31593323,125.5722046
106.1172485,84.04588699,115.6756878,137.42733
31.65578842,83.36853981,106.8675518,137.9709244
31.71086311,92.53287315,93.96004677,125.3714561
25.598526,52.77705193,135.8206272,128.247261
29.56342697,104.408741,61.29288673,144.9968815
26.54767036,78.48978043,157.8719616,122.7469444
23.24128151,83.51993561,91.63713455,136.1925602
23.99539948,92.11945534,91.3734436,136.1322403
13.99564743,56.97059631,87.35609055,138.1161213
14.11533356,69.39053535,147.5667953,102.8056145
14.13965225,86.31372452,167.6644993,146.164875
13.65613937,82.64756203,114.4626141,121.8011379
87.01395988,59.49902534,87.76831627,129.3778419
105.3791046,62.63113022,101.2058258,131.8981647
101.0916233,61.05589867,102.4184227,138.9732361
111.8221283,83.72282982,134.1218948,131.3815117
83.82487297,76.80678368,129.8923492,133.4064007
81.59518242,82.64064789,151.366415,134.1497898
77.95786858,81.13241196,145.254755,136.3379955
76.74527168,82.239151,175.9301662,126.7254353
84.75518227,81.21132851,129.4960976,135.712862
81.64596558,73.87256622,89.40029144,129.7950745
82.85093307,86.74192429,89.43891525,131.7710876
83.64677429,80.84654808,90.99388123,136.0411644
82.58533478,81.41517639,88.7029171,133.1274509
81.46548271,89.29657936,95.34835815,134.8409653
84.08975601,62.43395805,76.52568817,138.5445595
81.1715126,93.66393089,76.44963264,136.3215446
85.7219696,94.34580803,132.1578026,121.5131283
77.32105255,126.7280579,107.2304249,133.0113411
86.03429794,90.44790268,131.2139034,133.5332394
81.18152618,57.69133568,161.5951061,131.3610077
82.21769333,70.28102875,130.0928593,121.5136051
88.20676804,85.83807945,133.06427,142.834177
80.87921143,84.0921402,130.4998398,130.3429604
81.47478104,88.72938156,140.5856609,125.0407696
85.18385887,79.96273041,131.503582,139.1203403
80.07979393,81.99954033,130.7585239,141.5307522
23.39363098,87.11075783,141.0491467,123.3570576
62.65807152,80.30772209,124.7880459,130.9316158
100.4154682,81.4230442,137.5555992,131.7746639
100.3570557,86.17258072,131.4573288,132.843256
100.871563,85.67738533,130.6455135,131.6566467
104.1321754,79.38194275,142.4968243,144.1655159
106.8692207,81.19463921,127.5362968,133.0776215
84.6016407,84.54251289,130.2859783,132.9555511
85.95252037,87.31460571,160.677433,132.963419
79.68354225,79.37002182,107.0313454,106.9226074
81.74204826,83.43791962,132.4119568,111.6509247
83.05859566,74.92041588,133.3639622,134.0684891
79.39291,84.22064781,129.5509338,129.7454834
81.80451393,123.7471104,167.5889492,135.7998848
87.47220039,65.25945663,144.2654133,121.5231228
79.94961739,112.5144958,120.6306458,132.8659058
81.84146881,82.18073845,118.086338,100.0370979
82.57222176,100.2709866,68.35627556,103.907299
87.30101585,75.38843155,88.12737465,100.7935619
82.3507309,77.88825035,100.4109383,138.0093098
82.44276047,86.65513992,162.4045372,132.7683926
87.02707291,89.15400505,137.7155781,127.7303696
80.77931404,76.57647133,145.8239555,119.0521526
81.29501343,87.38946915,153.4013748,129.9190521
85.83903313,85.35957336,165.5197144,127.1090508
81.24303818,79.63871956,81.80403709,116.4877224
81.08377457,92.23079681,119.1878319,132.9333782
84.28955078,84.7966671,128.9277077,127.5601387
89.2393589,74.58376884,129.8141479,111.0098171
83.73379707,95.45183182,138.8449669,133.9950562
